"MCKINNEY MUNICIPAL AIRPORT, TX US (USW00053914)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2000-04-18,69,84,53,0.01,,
2000-04-19,76,82,70,0.00,,
2000-04-20,64,75,52,0.00,,
2000-04-21,60,73,47,0.00,,
2000-04-22,60,76,44,0.02,,
2000-04-23,73,84,61,0.00,,
2000-04-24,64,76,51,0.00,,
2000-04-25,64,79,49,0.00,,
2000-04-26,67,82,51,0.00,,
2000-04-27,63,73,53,0.05,,
2000-04-28,62,77,46,0.01,,
2000-04-29,65,79,50,0.11,,
2000-04-30,69,76,61,1.39,,
2000-05-01,65,73,57,0.56,,
2000-05-02,64,75,52,0.03,,
2000-05-03,63,71,55,0.40,,
2000-05-04,67,74,59,0.79,,
2000-05-05,70,76,63,0.01,,
2000-05-06,77,84,69,0.00,,
2000-05-07,79,86,71,0.00,,
2000-05-08,78,87,69,0.00,,
2000-05-09,67,77,56,0.09,,
2000-05-10,67,83,50,0.01,,
2000-05-11,82,90,73,0.00,,
2000-05-12,80,94,65,0.00,,
2000-05-13,65,80,50,0.00,,
2000-05-14,61,78,44,0.00,,
2000-05-15,68,83,52,0.00,,
2000-05-16,79,87,71,0.00,,
2000-05-17,80,89,70,0.00,,
2000-05-18,78,89,66,0.16,,
2000-05-19,63,67,59,0.37,,
2000-05-20,70,82,58,0.01,,
2000-05-21,73,87,58,0.00,,
2000-05-22,80,96,63,0.00,,
2000-05-23,83,94,71,0.00,,
2000-05-24,85,95,74,0.00,,
2000-05-25,85,94,75,0.01,,
2000-05-26,79,89,68,0.15,,
2000-05-27,79,93,65,1.08,,
2000-05-28,77,91,62,0.01,,
2000-05-29,76,92,59,0.00,,
2000-05-30,82,94,70,0.00,,
2000-05-31,83,93,72,0.00,,
2000-06-01,83,92,73,0.00,,
2000-06-02,82,92,71,0.00,,
2000-06-03,77,83,71,0.58,,
2000-06-04,74,79,69,2.06,,
2000-06-05,73,83,62,0.00,,
2000-06-06,69,80,57,0.00,,
2000-06-07,69,84,54,0.00,,
2000-06-08,72,87,56,0.00,,
2000-06-09,79,87,71,0.36,,
2000-06-10,78,84,71,0.29,,
2000-06-11,75,79,71,1.18,,
2000-06-12,81,89,73,0.00,,
2000-06-13,81,89,72,0.00,,
2000-06-14,78,88,67,0.56,,
2000-06-15,76,86,66,0.06,,
2000-06-16,84,91,76,0.00,,
2000-06-17,79,86,71,1.09,,
2000-06-18,76,83,68,0.02,,
2000-06-19,82,89,74,0.06,,
2000-06-20,84,91,76,0.00,,
2000-06-21,81,92,69,0.58,,
2000-06-22,80,90,70,0.00,,
2000-06-23,84,91,76,0.00,,
2000-06-24,84,93,75,0.00,,
2000-06-25,84,91,76,0.00,,
2000-06-26,81,88,74,0.00,,
2000-06-27,82,92,72,0.79,,
2000-06-28,81,92,70,0.02,,
2000-06-29,78,88,68,0.00,,
2000-06-30,78,82,73,0.52,,
2000-07-01,79,84,73,0.05,,
2000-07-02,83,89,77,0.00,,
2000-07-03,83,90,76,0.00,,
2000-07-04,82,91,72,0.00,,
2000-07-05,,,,0.00,,
2000-07-06,,,,0.00,,
2000-07-07,82,95,69,0.00,,
2000-07-08,84,96,72,0.00,,
2000-07-09,86,97,74,0.00,,
2000-07-10,86,96,76,0.00,,
2000-07-11,87,98,76,0.00,,
2000-07-12,87,100,74,0.00,,
2000-07-13,89,103,74,0.00,,
2000-07-14,89,101,77,0.00,,
2000-07-15,89,103,74,0.00,,
2000-07-16,89,103,74,0.00,,
2000-07-17,85,99,70,0.00,,
2000-07-18,87,102,72,0.00,,
2000-07-19,88,103,73,0.00,,
2000-07-20,87,104,70,0.00,,
2000-07-21,86,99,73,0.00,,
2000-07-22,86,97,74,0.00,,
2000-07-23,79,92,66,0.00,,
2000-07-24,77,91,63,0.00,,
2000-07-25,82,94,70,0.00,,
2000-07-26,84,97,70,0.00,,
2000-07-27,79,86,71,0.00,,
2000-07-28,82,97,66,0.00,,
2000-07-29,83,94,72,0.39,,
2000-07-30,80,93,67,0.00,,
2000-07-31,80,95,65,0.00,,
2000-08-01,82,97,66,0.00,,
2000-08-02,83,100,66,0.00,,
2000-08-03,88,101,75,0.00,,
2000-08-04,89,100,78,0.00,,
2000-08-05,88,100,75,0.00,,
2000-08-06,91,101,81,0.00,,
2000-08-07,89,100,78,0.00,,
2000-08-08,88,98,78,0.00,,
2000-08-09,87,98,76,0.00,,
2000-08-10,87,100,73,0.00,,
2000-08-11,87,104,69,0.00,,
2000-08-12,89,103,75,0.00,,
2000-08-13,84,98,69,0.00,,
2000-08-14,81,98,63,0.00,,
2000-08-15,86,99,73,0.00,,
2000-08-16,87,101,73,0.00,,
2000-08-17,88,104,71,0.00,,
2000-08-18,90,105,74,0.00,,
2000-08-19,88,103,72,0.00,,
2000-08-20,85,100,69,0.00,,
2000-08-21,86,101,70,0.00,,
2000-08-22,87,99,74,0.00,,
2000-08-23,85,97,72,0.00,,
2000-08-24,86,98,73,0.00,,
2000-08-25,87,100,73,0.00,,
2000-08-26,87,101,72,0.00,,
2000-08-27,88,102,73,0.00,,
2000-08-28,88,99,76,0.00,,
2000-08-29,86,101,70,0.00,,
2000-08-30,87,104,70,0.00,,
2000-08-31,89,107,70,0.00,,
2000-09-01,92,108,75,0.00,,
2000-09-02,91,108,73,0.00,,
2000-09-03,91,109,72,0.00,,
2000-09-04,92,112,72,0.00,,
2000-09-05,87,99,75,0.00,,
2000-09-06,82,94,69,0.00,,
2000-09-07,82,95,68,0.00,,
2000-09-08,77,86,68,0.00,,
2000-09-09,83,92,73,0.00,,
2000-09-10,87,97,76,0.00,,
2000-09-11,89,100,77,0.00,,
2000-09-12,78,86,69,0.00,,
2000-09-13,78,89,67,0.00,,
2000-09-14,82,97,67,0.00,,
2000-09-15,80,93,66,0.00,,
2000-09-16,72,87,57,0.00,,
2000-09-17,69,87,51,0.00,,
2000-09-18,70,90,49,0.00,,
2000-09-19,74,92,55,0.00,,
2000-09-20,82,95,69,0.00,,
2000-09-21,77,89,65,0.00,,
2000-09-22,85,95,74,0.00,,
2000-09-23,87,97,77,0.00,,
2000-09-24,67,77,56,0.16,,
2000-09-25,55,65,45,0.00,,
2000-09-26,58,75,41,0.00,,
2000-09-27,62,80,43,0.00,,
2000-09-28,66,86,45,0.00,,
2000-09-29,66,84,48,0.00,,
2000-09-30,66,85,47,0.00,,
2000-10-01,71,88,53,0.00,,
2000-10-02,79,92,65,0.00,,
2000-10-03,83,93,72,0.00,,
2000-10-04,83,93,72,0.00,,
2000-10-05,81,93,68,0.00,,
2000-10-06,61,68,53,0.25,,
2000-10-07,48,53,43,0.45,,
2000-10-08,48,55,40,0.00,,
2000-10-09,46,58,34,0.00,,
2000-10-10,49,65,32,0.00,,
2000-10-11,61,72,50,0.00,,
2000-10-12,68,81,54,0.00,,
2000-10-13,67,83,51,0.00,,
2000-10-14,71,81,60,0.00,,
2000-10-15,71,83,59,2.28,,
2000-10-16,70,78,62,0.00,,
2000-10-17,65,75,54,0.01,,
2000-10-18,69,80,58,0.00,,
2000-10-19,65,78,52,0.00,,
2000-10-20,61,66,55,0.26,,
2000-10-21,65,69,60,0.20,,
2000-10-22,72,79,64,0.30,,
2000-10-23,74,79,69,0.10,,
2000-10-24,72,78,65,0.00,,
2000-10-25,70,78,61,0.00,,
2000-10-26,71,78,63,0.06,,
2000-10-27,72,79,65,0.00,,
2000-10-28,72,81,62,0.01,,
2000-10-29,68,74,62,1.19,,
2000-10-30,74,80,67,0.00,,
2000-10-31,74,79,68,0.00,,
2000-11-01,70,79,61,0.31,,
2000-11-02,64,78,49,0.13,,
2000-11-03,63,66,59,0.79,,
2000-11-04,63,64,61,0.09,,
2000-11-05,62,64,60,2.53,,
2000-11-06,54,64,43,0.08,,
2000-11-07,47,51,42,0.06,,
2000-11-08,40,44,35,0.90,,
2000-11-09,43,52,33,0.11,,
2000-11-10,44,58,30,0.00,,
2000-11-11,43,48,37,0.00,,
2000-11-12,43,50,35,0.71,,
2000-11-13,40,49,30,0.00,,
2000-11-14,39,52,26,0.00,,
2000-11-15,41,51,30,0.00,,
2000-11-16,49,56,42,0.19,,
2000-11-17,40,46,33,0.00,,
2000-11-18,41,46,35,0.00,,
2000-11-19,44,56,31,0.00,,
2000-11-20,42,54,29,0.00,,
2000-11-21,42,58,25,0.00,,
2000-11-22,47,59,35,0.27,,
2000-11-23,53,54,51,1.12,,
2000-11-24,53,55,50,1.09,,
2000-11-25,52,60,43,0.00,,
2000-11-26,47,59,35,0.00,,
2000-11-27,48,62,33,0.00,,
2000-11-28,53,68,37,0.00,,
2000-11-29,49,61,36,0.00,,
2000-11-30,46,62,30,0.00,,
2000-12-01,48,59,37,0.00,,
2000-12-02,39,46,31,0.00,,
2000-12-03,39,46,31,0.00,,
2000-12-04,40,51,28,0.00,,
2000-12-05,45,55,34,0.00,,
2000-12-06,40,49,30,0.05,,
2000-12-07,44,60,27,0.00,,
2000-12-08,47,60,34,0.00,,
2000-12-09,46,58,34,0.00,,
2000-12-10,57,66,48,0.00,,
2000-12-11,42,63,21,0.00,,
2000-12-12,24,28,19,0.54,,
2000-12-13,30,33,26,0.39,,
2000-12-14,32,41,22,0.00,,
2000-12-15,41,48,33,0.03,,
2000-12-16,38,50,26,0.00,,
2000-12-17,32,41,22,0.00,,
2000-12-18,42,53,31,0.00,,
2000-12-19,35,43,27,0.00,,
2000-12-20,48,64,31,0.00,,
2000-12-21,36,48,23,0.00,,
2000-12-22,33,46,19,0.00,,
2000-12-23,37,45,28,0.00,,
2000-12-24,34,43,25,0.00,,
2000-12-25,35,38,32,2.15,,
2000-12-26,34,35,32,1.95,,
2000-12-27,31,32,30,0.02,,
2000-12-28,40,47,32,0.00,,
2000-12-29,35,43,27,0.00,,
2000-12-30,30,37,23,0.00,,
2000-12-31,27,29,25,0.14,,
2001-01-01,28,30,25,0.00,,
2001-01-02,26,32,20,0.00,,
2001-01-03,32,47,16,0.00,,
2001-01-04,46,62,29,0.00,,
2001-01-05,47,65,29,0.00,,
2001-01-06,47,65,28,0.00,,
2001-01-07,47,59,35,0.00,,
2001-01-08,44,58,30,0.00,,
2001-01-09,41,57,25,0.00,,
2001-01-10,39,42,35,0.26,,
2001-01-11,40,43,36,0.01,,
2001-01-12,41,42,39,0.00,,
2001-01-13,45,50,39,0.07,,
2001-01-14,44,55,32,0.00,,
2001-01-15,42,56,27,0.00,,
2001-01-16,44,49,39,0.39,,
2001-01-17,38,40,35,0.42,,
2001-01-18,36,38,34,0.21,,
2001-01-19,35,44,25,0.00,,
2001-01-20,29,38,19,0.00,,
2001-01-21,37,45,29,0.02,,
2001-01-22,38,51,24,0.00,,
2001-01-23,44,54,34,0.00,,
2001-01-24,47,56,37,0.00,,
2001-01-25,42,56,28,0.00,,
2001-01-26,57,69,44,0.00,,
2001-01-27,39,46,31,0.16,,
2001-01-28,51,59,42,0.38,,
2001-01-29,50,59,41,0.45,,
2001-01-30,52,60,44,0.00,,
2001-01-31,42,55,29,0.00,,
2001-02-01,42,58,25,0.00,,
2001-02-02,39,50,28,0.00,,
2001-02-03,46,62,29,0.00,,
2001-02-04,49,65,33,0.00,,
2001-02-05,46,65,27,0.00,,
2001-02-06,58,71,45,0.00,,
2001-02-07,59,71,46,0.00,,
2001-02-08,67,70,64,0.01,,
2001-02-09,49,71,27,0.43,,
2001-02-10,34,43,25,0.00,,
2001-02-11,40,43,36,0.06,,
2001-02-12,45,48,42,0.03,,
2001-02-13,51,56,46,0.72,,
2001-02-14,64,71,56,0.01,,
2001-02-15,53,66,39,2.33,,
2001-02-16,38,42,33,1.92,,
2001-02-17,37,45,28,0.00,,
2001-02-18,41,53,28,0.00,,
2001-02-19,51,64,38,0.00,,
2001-02-20,63,75,50,0.00,,
2001-02-21,50,60,39,0.01,,
2001-02-22,43,55,31,0.00,,
2001-02-23,54,64,44,0.11,,
2001-02-24,65,72,57,0.27,,
2001-02-25,55,64,45,0.00,,
2001-02-26,55,65,45,0.02,,
2001-02-27,51,56,45,1.12,,
2001-02-28,40,45,34,1.04,,
2001-03-01,41,46,35,0.05,,
2001-03-02,49,57,40,0.01,,
2001-03-03,46,51,40,0.29,,
2001-03-04,50,63,37,0.00,,
2001-03-05,49,61,37,0.00,,
2001-03-06,50,62,37,0.00,,
2001-03-07,55,70,39,0.00,,
2001-03-08,52,60,43,0.68,,
2001-03-09,51,62,40,0.07,,
2001-03-10,52,64,39,0.00,,
2001-03-11,58,61,54,1.11,,
2001-03-12,58,67,48,0.15,,
2001-03-13,55,68,41,0.00,,
2001-03-14,56,60,51,0.25,,
2001-03-15,55,64,45,0.00,,
2001-03-16,47,57,37,0.00,,
2001-03-17,48,56,40,0.00,,
2001-03-18,47,49,45,0.00,,
2001-03-19,48,56,40,0.00,,
2001-03-20,48,63,33,0.00,,
2001-03-21,54,71,36,0.00,,
2001-03-22,61,76,46,0.00,,
2001-03-23,61,70,52,0.00,,
2001-03-24,54,63,45,0.33,,
2001-03-25,46,53,38,0.00,,
2001-03-26,42,44,40,0.05,,
2001-03-27,42,44,39,0.48,,
2001-03-28,45,47,42,0.20,,
2001-03-29,49,52,45,0.02,,
2001-03-30,55,63,46,0.00,,
2001-03-31,59,72,46,0.00,,
2001-04-01,56,70,42,0.00,,
2001-04-02,68,74,61,0.00,,
2001-04-03,71,78,63,0.00,,
2001-04-04,74,84,63,0.01,,
2001-04-05,71,76,66,0.00,,
2001-04-06,73,80,66,0.00,,
2001-04-07,70,73,67,0.00,,
2001-04-08,76,83,69,0.00,,
2001-04-09,75,82,68,0.00,,
2001-04-10,74,78,69,0.00,,
2001-04-11,64,74,53,0.87,,
2001-04-12,60,71,49,0.00,,
2001-04-13,63,75,51,0.00,,
2001-04-14,73,79,66,0.34,,
2001-04-15,70,81,59,0.00,,
2001-04-16,64,76,52,0.01,,
2001-04-17,53,61,44,0.01,,
2001-04-18,53,68,37,0.00,,
2001-04-19,63,72,53,0.00,,
2001-04-20,70,75,65,0.00,,
2001-04-21,71,75,67,0.02,,
2001-04-22,73,78,68,0.00,,
2001-04-23,60,71,49,0.15,,
2001-04-24,58,73,43,0.00,,
2001-04-25,61,78,43,0.00,,
2001-04-26,64,81,46,0.00,,
2001-04-27,64,80,47,0.01,,
2001-04-28,65,81,49,0.00,,
2001-04-29,65,80,50,0.00,,
2001-04-30,67,80,54,0.00,,
2001-05-01,71,81,60,0.00,,
2001-05-02,76,83,68,0.00,,
2001-05-03,75,81,68,0.00,,
2001-05-04,69,76,62,1.15,,
2001-05-05,68,75,60,1.22,,
2001-05-06,69,79,58,1.97,,
2001-05-07,69,78,60,0.35,,
2001-05-08,69,80,57,0.00,,
2001-05-09,70,83,57,0.01,,
2001-05-10,72,81,63,0.00,,
2001-05-11,73,83,63,0.04,,
2001-05-12,73,82,63,0.00,,
2001-05-13,73,85,60,0.00,,
2001-05-14,74,86,61,0.01,,
2001-05-15,,,,0.00,,
2001-05-16,78,87,68,0.00,,
2001-05-17,79,87,70,0.00,,
2001-05-18,78,87,68,0.03,,
2001-05-19,79,90,67,0.00,,
2001-05-20,80,91,68,0.00,,
2001-05-21,64,80,48,0.10,,
2001-05-22,63,81,45,0.00,,
2001-05-23,73,93,53,0.00,,
2001-05-24,67,80,53,0.00,,
2001-05-25,66,79,52,0.00,,
2001-05-26,69,83,55,0.01,,
2001-05-27,78,91,65,0.00,,
2001-05-28,75,85,64,1.16,,
2001-05-29,78,86,70,0.00,,
2001-05-30,82,89,75,0.00,,
2001-05-31,74,84,64,0.40,,
2001-06-01,71,85,56,0.00,,
2001-06-02,81,94,67,0.00,,
2001-06-03,83,92,74,0.00,,
2001-06-04,85,94,76,0.00,,
2001-06-05,81,90,71,0.00,,
2001-06-06,75,83,67,0.00,,
2001-06-07,80,87,72,0.00,,
2001-06-08,79,87,71,0.46,,
2001-06-09,78,89,67,0.01,,
2001-06-10,79,92,65,0.00,,
2001-06-11,80,93,66,0.00,,
2001-06-12,81,93,69,0.00,,
2001-06-13,86,95,77,0.00,,
2001-06-14,79,93,65,0.88,,
2001-06-15,77,89,64,0.00,,
2001-06-16,76,92,59,0.01,,
2001-06-17,77,91,63,0.00,,
2001-06-18,77,91,62,0.00,,
2001-06-19,78,92,64,0.00,,
2001-06-20,80,93,66,0.00,,
2001-06-21,81,93,69,0.18,,
2001-06-22,75,88,61,0.01,,
2001-06-23,72,88,56,0.00,,
2001-06-24,74,90,58,0.00,,
2001-06-25,75,90,59,0.00,,
2001-06-26,77,91,62,0.00,,
2001-06-27,78,86,69,0.00,,
2001-06-28,78,84,71,0.06,,
2001-06-29,80,91,69,0.18,,
2001-06-30,78,87,69,0.92,,
2001-07-01,80,90,70,0.16,,
2001-07-02,78,89,67,0.01,,
2001-07-03,81,93,68,0.00,,
2001-07-04,83,95,71,0.00,,
2001-07-05,83,96,70,0.00,,
2001-07-06,84,96,72,0.00,,
2001-07-07,84,95,72,0.00,,
2001-07-08,84,95,72,0.00,,
2001-07-09,84,97,70,0.00,,
2001-07-10,85,98,71,0.00,,
2001-07-11,85,98,72,0.00,,
2001-07-12,85,99,71,0.00,,
2001-07-13,87,100,73,0.00,,
2001-07-14,84,91,77,0.00,,
2001-07-15,86,96,75,0.00,,
2001-07-16,88,97,78,0.01,,
2001-07-17,88,97,79,0.00,,
2001-07-18,88,97,78,0.00,,
2001-07-19,86,96,76,0.00,,
2001-07-20,86,98,74,0.00,,
2001-07-21,89,101,76,0.00,,
2001-07-22,89,103,75,0.00,,
2001-07-23,87,102,72,0.00,,
2001-07-24,89,100,78,0.00,,
2001-07-25,89,99,78,0.00,,
2001-07-26,88,100,76,0.00,,
2001-07-27,87,99,74,0.00,,
2001-07-28,87,97,77,0.00,,
2001-07-29,89,99,79,0.00,,
2001-07-30,90,100,79,0.00,,
2001-07-31,89,99,79,0.00,,
2001-08-01,88,101,75,0.00,,
2001-08-02,88,98,77,0.00,,
2001-08-03,86,99,72,0.00,,
2001-08-04,85,101,69,0.00,,
2001-08-05,90,105,74,0.00,,
2001-08-06,87,100,73,0.00,,
2001-08-07,85,97,72,0.00,,
2001-08-08,87,99,75,0.00,,
2001-08-09,91,101,80,0.00,,
2001-08-10,91,101,80,0.00,,
2001-08-11,,,,,,
2001-08-12,89,102,76,0.00,,
2001-08-13,84,92,76,0.15,,
2001-08-14,84,97,71,0.00,,
2001-08-15,85,100,70,0.00,,
2001-08-16,82,91,73,0.05,,
2001-08-17,76,80,72,0.61,,
2001-08-18,83,93,73,0.36,,
2001-08-19,84,97,70,0.00,,
2001-08-20,84,97,71,0.00,,
2001-08-21,85,97,73,0.00,,
2001-08-22,87,97,76,0.00,,
2001-08-23,85,96,74,0.00,,
2001-08-24,85,97,72,0.00,,
2001-08-25,86,98,73,0.00,,
2001-08-26,81,90,71,0.01,,
2001-08-27,78,85,71,0.01,,
2001-08-28,75,83,67,0.00,,
2001-08-29,80,88,71,0.00,,
2001-08-30,75,77,72,0.37,,
2001-08-31,73,77,69,2.92,,
2001-09-01,78,84,71,0.00,,
2001-09-02,78,88,68,0.00,,
2001-09-03,81,92,70,0.19,,
2001-09-04,73,75,71,0.33,,
2001-09-05,78,83,72,0.02,,
2001-09-06,79,88,70,0.02,,
2001-09-07,84,92,75,0.00,,
2001-09-08,81,90,71,0.11,,
2001-09-09,72,80,64,0.17,,
2001-09-10,71,84,57,0.01,,
2001-09-11,72,84,59,0.00,,
2001-09-12,73,89,56,0.00,,
2001-09-13,74,89,58,0.00,,
2001-09-14,79,92,65,0.00,,
2001-09-15,75,79,70,2.02,,
2001-09-16,78,85,70,0.00,,
2001-09-17,78,85,71,0.00,,
2001-09-18,78,87,68,0.82,,
2001-09-19,75,83,67,0.00,,
2001-09-20,73,79,66,0.70,,
2001-09-21,74,81,66,0.03,,
2001-09-22,72,81,62,0.01,,
2001-09-23,76,88,64,0.01,,
2001-09-24,62,71,53,0.00,,
2001-09-25,60,73,47,0.00,,
2001-09-26,60,74,46,0.01,,
2001-09-27,63,77,48,0.00,,
2001-09-28,65,79,50,0.01,,
2001-09-29,65,79,50,0.00,,
2001-09-30,63,78,48,0.01,,
2001-10-01,64,80,48,0.00,,
2001-10-02,64,80,47,0.00,,
2001-10-03,68,82,53,0.00,,
2001-10-04,75,84,65,0.00,,
2001-10-05,62,73,51,0.04,,
2001-10-06,54,66,42,0.00,,
2001-10-07,54,69,39,0.00,,
2001-10-08,63,75,50,0.00,,
2001-10-09,73,79,66,0.00,,
2001-10-10,75,86,64,0.00,,
2001-10-11,61,70,52,0.73,,
2001-10-12,63,77,49,0.77,,
2001-10-13,56,63,48,0.20,,
2001-10-14,60,75,44,0.00,,
2001-10-15,62,80,44,0.01,,
2001-10-16,53,65,40,0.00,,
2001-10-17,52,67,36,0.00,,
2001-10-18,62,75,48,0.00,,
2001-10-19,68,79,57,0.00,,
2001-10-20,68,79,57,0.00,,
2001-10-21,68,77,58,0.00,,
2001-10-22,74,84,64,0.00,,
2001-10-23,81,88,73,0.00,,
2001-10-24,63,78,48,0.00,,
2001-10-25,58,76,39,0.00,,
2001-10-26,56,73,39,0.00,,
2001-10-27,56,68,43,0.00,,
2001-10-28,57,68,45,0.00,,
2001-10-29,55,68,41,0.00,,
2001-10-30,54,71,36,0.00,,
2001-10-31,60,73,47,0.00,,
2001-11-01,74,81,67,0.00,,
2001-11-02,72,82,62,0.00,,
2001-11-03,69,81,56,0.00,,
2001-11-04,63,71,55,0.05,,
2001-11-05,63,76,49,0.01,,
2001-11-06,62,78,45,0.00,,
2001-11-07,61,77,44,0.00,,
2001-11-08,64,78,50,0.14,,
2001-11-09,50,54,46,0.00,,
2001-11-10,55,68,42,0.00,,
2001-11-11,56,63,48,0.30,,
2001-11-12,62,67,57,0.00,,
2001-11-13,65,73,57,0.00,,
2001-11-14,66,73,58,0.00,,
2001-11-15,63,70,56,0.02,,
2001-11-16,63,69,57,0.00,,
2001-11-17,64,72,56,0.00,,
2001-11-18,65,75,54,0.00,,
2001-11-19,54,65,42,0.00,,
2001-11-20,43,57,29,0.00,,
2001-11-21,43,61,25,0.00,,
2001-11-22,56,70,41,0.00,,
2001-11-23,68,77,58,0.19,,
2001-11-24,58,71,45,0.00,,
2001-11-25,54,72,35,0.00,,
2001-11-26,63,75,51,0.00,,
2001-11-27,43,51,34,0.06,,
2001-11-28,32,34,29,0.43,,
2001-11-29,35,41,28,0.06,,
2001-11-30,47,65,28,0.00,,
2001-12-01,50,69,31,0.00,,
2001-12-02,54,70,37,0.00,,
2001-12-03,60,65,54,0.01,,
2001-12-04,67,71,63,0.00,,
2001-12-05,71,77,65,0.00,,
2001-12-06,66,73,58,0.40,,
2001-12-07,65,73,56,0.00,,
2001-12-08,46,56,35,0.00,,
2001-12-09,39,51,26,0.00,,
2001-12-10,40,57,22,0.00,,
2001-12-11,42,51,32,0.18,,
2001-12-12,54,66,41,0.02,,
2001-12-13,42,48,35,0.24,,
2001-12-14,43,57,28,0.00,,
2001-12-15,48,55,41,0.53,,
2001-12-16,56,59,53,2.70,,
2001-12-17,47,57,37,0.02,,
2001-12-18,50,66,33,0.00,,
2001-12-19,43,54,32,0.00,,
2001-12-20,43,59,27,0.00,,
2001-12-21,46,61,30,0.00,,
2001-12-22,53,67,39,0.04,,
2001-12-23,41,53,28,0.00,,
2001-12-24,34,46,22,0.00,,
2001-12-25,37,49,24,0.00,,
2001-12-26,37,47,27,0.00,,
2001-12-27,43,59,26,0.00,,
2001-12-28,45,60,30,0.00,,
2001-12-29,38,43,33,0.00,,
2001-12-30,33,38,28,0.00,,
2001-12-31,34,41,27,0.00,,
2002-01-01,36,43,29,0.00,,
2002-01-02,28,35,20,0.00,,
2002-01-03,24,37,11,0.00,,
2002-01-04,34,47,20,0.00,,
2002-01-05,43,45,40,0.33,,
2002-01-06,46,57,35,0.00,,
2002-01-07,38,48,28,0.00,,
2002-01-08,49,67,30,0.00,,
2002-01-09,56,74,37,0.00,,
2002-01-10,55,61,49,0.00,,
2002-01-11,45,60,30,0.00,,
2002-01-12,43,59,26,0.00,,
2002-01-13,46,65,26,0.00,,
2002-01-14,46,62,29,0.00,,
2002-01-15,44,63,24,0.00,,
2002-01-16,57,68,46,0.00,,
2002-01-17,41,47,34,0.00,,
2002-01-18,39,41,37,0.05,,
2002-01-19,40,51,29,0.01,,
2002-01-20,43,57,28,0.00,,
2002-01-21,45,64,25,0.00,,
2002-01-22,51,61,40,0.12,,
2002-01-23,59,72,45,0.29,,
2002-01-24,40,48,31,0.71,,
2002-01-25,42,56,28,0.00,,
2002-01-26,44,62,26,0.00,,
2002-01-27,52,69,35,0.00,,
2002-01-28,58,73,43,0.00,,
2002-01-29,68,75,60,0.00,,
2002-01-30,57,73,40,0.55,,
2002-01-31,41,47,34,2.87,,
2002-02-01,40,49,30,0.00,,
2002-02-02,37,48,25,0.00,,
2002-02-03,48,55,41,0.01,,
2002-02-04,47,53,40,0.03,,
2002-02-05,38,44,32,0.87,,
2002-02-06,35,38,31,0.00,,
2002-02-07,40,48,32,0.00,,
2002-02-08,43,59,26,0.00,,
2002-02-09,54,63,44,0.00,,
2002-02-10,40,47,33,0.00,,
2002-02-11,39,52,25,0.00,,
2002-02-12,44,62,26,0.00,,
2002-02-13,46,57,35,0.00,,
2002-02-14,44,63,25,0.00,,
2002-02-15,45,56,33,0.00,,
2002-02-16,45,66,23,0.00,,
2002-02-17,49,68,29,0.00,,
2002-02-18,54,65,43,0.02,,
2002-02-19,64,74,54,0.01,,
2002-02-20,55,71,39,0.00,,
2002-02-21,53,64,42,0.00,,
2002-02-22,48,61,35,0.00,,
2002-02-23,52,72,31,0.00,,
2002-02-24,60,74,46,0.00,,
2002-02-25,47,64,30,0.00,,
2002-02-26,30,39,21,0.00,,
2002-02-27,28,44,12,0.00,,
2002-02-28,39,57,21,0.00,,
2002-03-01,50,55,45,0.01,,
2002-03-02,38,55,21,0.13,,
2002-03-03,25,36,13,0.00,,
2002-03-04,37,59,15,0.00,,
2002-03-05,45,63,27,0.00,,
2002-03-06,59,71,47,0.00,,
2002-03-07,66,76,56,0.00,,
2002-03-08,66,71,61,0.07,,
2002-03-09,51,69,32,0.02,,
2002-03-10,44,59,29,0.00,,
2002-03-11,50,54,45,0.01,,
2002-03-12,55,67,42,0.02,,
2002-03-13,60,80,39,0.00,,
2002-03-14,71,85,57,0.00,,
2002-03-15,58,71,44,0.02,,
2002-03-16,49,58,40,0.00,,
2002-03-17,,,,,,
2002-03-18,59,67,50,0.16,,
2002-03-19,59,62,56,4.39,,
2002-03-20,54,62,46,0.04,,
2002-03-21,48,62,34,0.00,,
2002-03-22,38,47,29,0.00,,
2002-03-23,49,67,31,0.00,,
2002-03-24,66,76,56,0.00,,
2002-03-25,54,67,41,0.02,,
2002-03-26,46,56,35,0.00,,
2002-03-27,50,66,33,0.00,,
2002-03-28,63,74,51,0.00,,
2002-03-29,73,84,61,0.00,,
2002-03-30,60,66,54,1.96,,
2002-03-31,60,69,51,0.00,,
2002-04-01,61,75,47,0.01,,
2002-04-02,65,76,54,0.00,,
2002-04-03,50,57,43,0.00,,
2002-04-04,53,60,45,0.00,,
2002-04-05,53,66,39,0.00,,
2002-04-06,55,59,50,0.20,,
2002-04-07,59,66,51,2.12,,
2002-04-08,65,74,56,0.01,,
2002-04-09,63,72,54,0.00,,
2002-04-10,64,75,53,0.00,,
2002-04-11,67,79,54,0.00,,
2002-04-12,67,79,54,0.00,,
2002-04-13,65,72,57,0.74,,
2002-04-14,68,77,59,0.01,,
2002-04-15,74,82,65,0.00,,
2002-04-16,73,81,64,0.39,,
2002-04-17,76,85,66,0.00,,
2002-04-18,76,84,68,0.00,,
